student_id,question_id,selected_option,correct_option,is_correct,mistake_type,correctness_reason,confidence_signal,key_concept
2625,Q28,A,A,True,None,"The student selected the correct option, A.",Medium,UNKNOWN
2625,Q29,B,D,False,Guess,"Student selected B, but the answer is D. No working available so marking as Guess.",Low,UNKNOWN
2625,Q30,C,C,True,None,"The student selected the correct option, C.",Medium,UNKNOWN
2625,Q31,D,D,True,None,"The student selected the correct option, D.",Medium,UNKNOWN
2625,Q32,C,C,True,None,"The student selected the correct option, C.",Medium,UNKNOWN
2625,Q33,C,C,True,None,"The student selected the correct option, C.",Medium,UNKNOWN
2625,Q34,D,B,False,Guess,"The student selected option D, but the correct answer is B. Since solution is unavailable, categorize the mistake as a guess.",Low,UNKNOWN
2625,Q35,A,A,True,None,"The student selected the correct option, A.",Medium,UNKNOWN
2625,Q36,D,D,True,None,"The student selected the correct option, D.",Medium,UNKNOWN
2625,Q37,B,A,False,Guess,"Student selected B, but the correct answer is A. Without a solution, marking as a guess.",Low,UNKNOWN
2625,Q38,D,D,True,None,"The student selected the correct option, D.",Medium,UNKNOWN
2625,Q39,D,D,True,None,"The student selected the correct option, D.",Medium,UNKNOWN
2625,Q40,A,A,True,None,"The student selected the correct option, A.",Medium,UNKNOWN
2625,Q41,A,A,True,None,"The student selected the correct option, A.",Medium,UNKNOWN
2625,Q42,B,B,True,None,"The student selected the correct option, B.",Medium,UNKNOWN
2625,Q43,B,B,True,None,"The student selected the correct option, B.",Medium,UNKNOWN
2625,Q44,B,B,True,None,"The student selected the correct option, B.",Medium,UNKNOWN
2625,Q45,C,B,False,Guess,"The student selected option C, while the correct answer is B. No explanation to identify the type of mistake",Low,UNKNOWN
728,Q1,B,D,False,Guess,"Student selected option B, but the correct answer is D. No explanation available.",Low,UNKNOWN
728,Q2,A,C,False,Guess,"Student selected option A, but the correct answer is C. No explanation available.",Low,UNKNOWN
728,Q3,A,B,False,Guess,"Student selected option A, but the correct answer is B. No explanation available.",Low,UNKNOWN
728,Q4,C,D,False,Guess,"Student selected option C, but the correct answer is D. No explanation available.",Low,UNKNOWN
728,Q5,A,A,True,None,"Student selected option A, which matches the correct answer A.",High,UNKNOWN
728,Q6,C,A,False,Guess,"Student selected option C, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q7,C,D,False,Guess,"Student selected option C, but the correct answer is D. No explanation available.",Low,UNKNOWN
728,Q8,D,A,False,Guess,"Student selected option D, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q9,C,B,False,Guess,"Student selected option C, but the correct answer is B. No explanation available.",Low,UNKNOWN
728,Q10,C,C,True,None,"Student selected option C, which matches the correct answer C.",High,UNKNOWN
728,Q11,B,C,False,Guess,"Student selected option B, but the correct answer is C. No explanation available.",Low,UNKNOWN
728,Q12,B,B,True,None,"Student selected option B, which matches the correct answer B.",High,UNKNOWN
728,Q13,D,C,False,Guess,"Student selected option D, but the correct answer is C. No explanation available.",Low,UNKNOWN
728,Q14,D,A,False,Guess,"Student selected option D, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q15,A,C,False,Guess,"Student selected option A, but the correct answer is C. No explanation available.",Low,UNKNOWN
728,Q16,B,B,True,None,"Student selected option B, which matches the correct answer B.",High,UNKNOWN
728,Q17,A,A,True,None,"Student selected option A, which matches the correct answer A.",High,UNKNOWN
728,Q18,C,C,True,None,"Student selected option C, which matches the correct answer C.",High,UNKNOWN
728,Q19,A,B,False,Guess,"Student selected option A, but the correct answer is B. No explanation available.",Low,UNKNOWN
728,Q20,B,A,False,Guess,"Student selected option B, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q21,C,B,False,Guess,"Student selected option C, but the correct answer is B. No explanation available.",Low,UNKNOWN
728,Q22,B,C,False,Guess,"Student selected option B, but the correct answer is C. No explanation available.",Low,UNKNOWN
728,Q23,B,B,True,None,"Student selected option B, which matches the correct answer B.",High,UNKNOWN
728,Q24,B,D,False,Guess,"Student selected option B, but the correct answer is D. No explanation available.",Low,UNKNOWN
728,Q25,A,C,False,Guess,"Student selected option A, but the correct answer is C. No explanation available.",Low,UNKNOWN
728,Q26,C,B,False,Guess,"Student selected option C, but the correct answer is B. No explanation available.",Low,UNKNOWN
728,Q27,D,A,False,Guess,"Student selected option D, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q28,B,A,False,Guess,"Student selected option B, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q29,A,D,False,Guess,"Student selected option A, but the correct answer is D. No explanation available.",Low,UNKNOWN
728,Q30,C,C,True,None,"Student selected option C, which matches the correct answer C.",High,UNKNOWN
728,Q31,A,D,False,Guess,"Student selected option A, but the correct answer is D. No explanation available.",Low,UNKNOWN
728,Q32,C,C,True,None,"Student selected option C, which matches the correct answer C.",High,UNKNOWN
728,Q33,D,C,False,Guess,"Student selected option D, but the correct answer is C. No explanation available.",Low,UNKNOWN
728,Q34,B,B,True,None,"Student selected option B, which matches the correct answer B.",High,UNKNOWN
728,Q35,C,A,False,Guess,"Student selected option C, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q37,C,A,False,Guess,"Student selected option C, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q38,D,D,True,None,"Student selected option D, which matches the correct answer D.",High,UNKNOWN
728,Q39,C,D,False,Guess,"Student selected option C, but the correct answer is D. No explanation available.",Low,UNKNOWN
728,Q40,C,A,False,Guess,"Student selected option C, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q41,C,A,False,Guess,"Student selected option C, but the correct answer is A. No explanation available.",Low,UNKNOWN
728,Q42,B,B,True,None,"Student selected option B, which matches the correct answer B.",High,UNKNOWN
728,Q43,B,B,True,None,"Student selected option B, which matches the correct answer B.",High,UNKNOWN
728,Q44,B,B,True,None,"Student selected option B, which matches the correct answer B.",High,UNKNOWN
728,Q45,D,B,False,Guess,"Student selected option D, but the correct answer is B. No explanation available.",Low,UNKNOWN
271900,Q1,C,D,False,Guess,Student selected incorrect option C instead of correct option D. No explanation provided.,Low,UNKNOWN
271900,Q2,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
271900,Q3,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q4,B,D,False,Guess,Student selected incorrect option B instead of correct option D. No explanation provided.,Low,UNKNOWN
271900,Q5,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
271900,Q6,D,A,False,Guess,Student selected incorrect option D instead of correct option A. No explanation provided.,Low,UNKNOWN
271900,Q7,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
271900,Q8,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
271900,Q9,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q10,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
271900,Q11,D,C,False,Guess,Student selected incorrect option D instead of correct option C. No explanation provided.,Low,UNKNOWN
271900,Q12,A,B,False,Guess,Student selected incorrect option A instead of correct option B. No explanation provided.,Low,UNKNOWN
271900,Q13,D,C,False,Guess,Student selected incorrect option D instead of correct option C. No explanation provided.,Low,UNKNOWN
271900,Q14,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
271900,Q15,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
271900,Q16,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q17,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
271900,Q18,A,C,False,Guess,Student selected incorrect option A instead of correct option C. No explanation provided.,Low,UNKNOWN
271900,Q19,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q20,D,A,False,Calculation,The student may not have converted grams to kilograms. Selected incorrect option D instead of A.,Low,UNKNOWN
271900,Q21,D,B,False,Calculation,The student likely miscalculated the acceleration or force. Selected incorrect option D instead of B.,Low,UNKNOWN
271900,Q22,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
271900,Q23,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q24,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
271900,Q25,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
271900,Q26,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q27,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
271900,Q28,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
271900,Q29,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
271900,Q30,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
271900,Q31,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
271900,Q32,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
271900,Q33,A,C,False,Conceptual,Student selected electrons. Student may not know that neutral particles are not deflected by an electric field.,Low,UNKNOWN
271900,Q34,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q35,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
271900,Q36,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
271900,Q37,C,A,False,Conceptual,Student confused the site of ribosome formation. Selected chromosome instead of ribosomes.,Low,UNKNOWN
271900,Q38,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
271900,Q39,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
271900,Q40,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
271900,Q41,D,A,False,Conceptual,Vacuoles are generally absent in meristematic tissues. The student incorrectly chose chlorenchyma.,Low,UNKNOWN
271900,Q42,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q43,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q44,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
271900,Q45,C,B,False,Conceptual,Tip of the nose has elastic cartilage; student selected Hyaline cartilage which makes up the articular cartilage.,Low,UNKNOWN
267000,Q1,D,D,True,None,The student selected the correct option D.,Medium,UNKNOWN
267000,Q2,C,C,True,None,The student selected the correct option C.,Medium,UNKNOWN
267000,Q3,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
267000,Q4,B,D,False,Guess,"The student selected option B, but the correct answer is D.",Low,UNKNOWN
267000,Q5,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
267000,Q6,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
267000,Q7,D,D,True,None,The student selected the correct option D.,Medium,UNKNOWN
267000,Q8,D,A,False,Guess,"The student selected option D, but the correct answer is A.",Low,UNKNOWN
267000,Q9,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
267000,Q10,B,C,False,Guess,"The student selected option B, but the correct answer is C.",Low,UNKNOWN
267000,Q11,B,C,False,Guess,"The student selected option B, but the correct answer is C.",Low,UNKNOWN
267000,Q12,C,B,False,Guess,"The student selected option C, but the correct answer is B.",Low,UNKNOWN
267000,Q13,A,C,False,Guess,"The student selected option A, but the correct answer is C.",Low,UNKNOWN
267000,Q14,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
267000,Q15,B,C,False,Guess,"The student selected option B, but the correct answer is C.",Low,UNKNOWN
267000,Q16,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
267000,Q17,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
267000,Q18,C,C,True,None,The student selected the correct option C.,Medium,UNKNOWN
267000,Q19,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
267000,Q20,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
267000,Q21,D,B,False,Guess,"The student selected option D, but the correct answer is B.",Low,UNKNOWN
267000,Q22,C,C,True,None,The student selected the correct option C.,Medium,UNKNOWN
267000,Q23,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
267000,Q24,C,D,False,Guess,"The student selected option C, but the correct answer is D.",Low,UNKNOWN
267000,Q25,C,C,True,None,The student selected the correct option C.,Medium,UNKNOWN
267000,Q26,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
267000,Q27,C,A,False,Guess,"The student selected option C, but the correct answer is A.",Low,UNKNOWN
267000,Q28,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
267000,Q29,C,D,False,Guess,"The student selected option C, but the correct answer is D.",Low,UNKNOWN
267000,Q30,C,C,True,None,The student selected the correct option C.,Medium,UNKNOWN
267000,Q31,D,D,True,None,The student selected the correct option D.,Medium,UNKNOWN
267000,Q32,C,C,True,None,The student selected the correct option C.,Medium,UNKNOWN
267000,Q33,C,C,True,None,The student selected the correct option C.,Medium,UNKNOWN
267000,Q34,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
267000,Q35,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
267000,Q36,D,D,True,None,The student selected the correct option D.,Medium,UNKNOWN
267000,Q37,C,A,False,Guess,"The student selected option C, but the correct answer is A.",Low,UNKNOWN
267000,Q38,B,D,False,Guess,"The student selected option B, but the correct answer is D.",Low,UNKNOWN
267000,Q39,C,D,False,Guess,"The student selected option C, but the correct answer is D.",Low,UNKNOWN
267000,Q40,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
267000,Q41,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
267000,Q42,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
267000,Q43,C,B,False,Guess,"The student selected option C, but the correct answer is B.",Low,UNKNOWN
267000,Q44,D,B,False,Guess,"The student selected option D, but the correct answer is B.",Low,UNKNOWN
267000,Q45,C,B,False,Guess,"The student selected option C, but the correct answer is B.",Low,UNKNOWN
271700,Q1,D,D,True,None,Student selected the correct option which matches the correct answer 'D'.,High,UNKNOWN
271700,Q2,C,C,True,None,Student selected the correct option which matches the correct answer 'C'.,High,UNKNOWN
271700,Q3,B,B,True,None,Student selected the correct option which matches the correct answer 'B'.,High,UNKNOWN
271700,Q4,A,D,False,Guess,"Student selected option 'A' but the correct answer is 'D'. Without explanation, assume student guessed.",Low,UNKNOWN
271700,Q5,A,A,True,None,Student selected the correct option which matches the correct answer 'A'.,High,UNKNOWN
271700,Q6,B,A,False,Guess,"Student selected option 'B' but the correct answer is 'A'. Without explanation, assume student guessed.",Low,UNKNOWN
271700,Q7,A,D,False,Guess,"Student selected option 'A' but the correct answer is 'D'. Without explanation, assume student guessed.",Low,UNKNOWN
271700,Q8,A,A,True,None,Student selected the correct option which matches the correct answer 'A'.,High,UNKNOWN
271700,Q9,D,B,False,Guess,"Student selected option 'D' but the correct answer is 'B'. Without explanation, assume student guessed.",Low,UNKNOWN
271700,Q10,B,C,False,Guess,"Student selected option 'B' but the correct answer is 'C'. Without explanation, assume student guessed.",Low,UNKNOWN
271700,Q11,C,C,True,None,Student selected the correct option which matches the correct answer 'C'.,High,UNKNOWN
271700,Q14,D,A,False,Guess,"Student selected option 'D' but the correct answer is 'A'. Without explanation, assume student guessed.",Low,UNKNOWN
271700,Q15,C,C,True,None,Student selected the correct option which matches the correct answer 'C'.,High,UNKNOWN
271700,Q16,C,B,False,Conceptual,Student selected option 'C' but the correct answer is 'B'. Seems like student mixed up the order. ,Low,UNKNOWN
271700,Q17,D,A,False,Conceptual,Student selected option 'D' but the correct answer is 'A'. The student seems to have a misunderstanding of the dimensions of work and related physical quantities.,Low,UNKNOWN
271700,Q18,C,C,True,None,Student selected the correct option which matches the correct answer 'C'.,High,UNKNOWN
271700,Q19,D,B,False,Careless,Student selected option 'D' but the correct answer is 'B'. It seems the student didn't divide by 3 (number of rolls).,Medium,UNKNOWN
271700,Q20,A,A,True,None,Student selected the correct option which matches the correct answer 'A'.,High,UNKNOWN
271700,Q21,B,B,True,None,Student selected the correct option which matches the correct answer 'B'.,High,UNKNOWN
271700,Q22,C,C,True,None,Student selected the correct option which matches the correct answer 'C'.,High,UNKNOWN
271700,Q23,B,B,True,None,Student selected the correct option which matches the correct answer 'B'.,High,UNKNOWN
271700,Q24,D,D,True,None,Student selected the correct option which matches the correct answer 'D'.,High,UNKNOWN
271700,Q25,C,C,True,None,Student selected the correct option which matches the correct answer 'C'.,High,UNKNOWN
271700,Q26,B,B,True,None,Student selected the correct option which matches the correct answer 'B'.,High,UNKNOWN
271700,Q27,C,A,False,Conceptual,Student selected option 'C' but the correct answer is 'A'. The student seems to be confused about oxidation states of ions.,Low,UNKNOWN
271700,Q28,A,A,True,None,Student selected the correct option which matches the correct answer 'A'.,High,UNKNOWN
271700,Q29,D,D,True,None,Student selected the correct option which matches the correct answer 'D'.,High,UNKNOWN
271700,Q30,C,C,True,None,Student selected the correct option which matches the correct answer 'C'.,High,UNKNOWN
271700,Q31,D,D,True,None,Student selected the correct option which matches the correct answer 'D'.,High,UNKNOWN
271700,Q32,D,C,False,Conceptual,Student selected option 'D' but the correct answer is 'C'. The student may have a misunderstanding of electron and neutron counts in ions.,Low,UNKNOWN
271700,Q33,D,C,False,Conceptual,Student selected option 'D' but the correct answer is 'C'. The student may not understand that neutral particles are not deflected by electric fields.,Low,UNKNOWN
271700,Q34,B,B,True,None,Student selected the correct option which matches the correct answer 'B'.,High,UNKNOWN
271700,Q35,A,A,True,None,Student selected the correct option which matches the correct answer 'A'.,High,UNKNOWN
271700,Q36,D,D,True,None,Student selected the correct option which matches the correct answer 'D'.,High,UNKNOWN
271700,Q37,A,A,True,None,Student selected the correct option which matches the correct answer 'A'.,High,UNKNOWN
271700,Q38,D,D,True,None,Student selected the correct option which matches the correct answer 'D'.,High,UNKNOWN
271700,Q39,C,D,False,Conceptual,Student selected option 'C' but the correct answer is 'D'. Student shows confusion in identifying the types and functions of different epithelial tissues.,Low,UNKNOWN
271700,Q40,A,A,True,None,Student selected the correct option which matches the correct answer 'A'.,High,UNKNOWN
271700,Q41,C,A,False,Conceptual,Student selected option 'C' but the correct answer is 'A'. It appears student doesn't understand about the structures of plant cells.,Low,UNKNOWN
271700,Q42,D,B,False,Conceptual,Student selected option 'D' but the correct answer is 'B'. Student doesn't understand the types and structures of muscular tissues.,Low,UNKNOWN
271700,Q43,B,B,True,None,Student selected the correct option which matches the correct answer 'B'.,High,UNKNOWN
271700,Q44,C,B,False,Conceptual,Student selected option 'C' but the correct answer is 'B'. Student seems to be confused between the cells of cartilage and bone.,Low,UNKNOWN
271700,Q45,B,B,True,None,Student selected the correct option which matches the correct answer 'B'.,High,UNKNOWN
257400,Q1,C,D,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q2,C,C,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q3,B,B,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q4,A,D,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q5,A,A,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q6,A,A,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q7,B,D,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q8,A,A,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q9,B,B,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q10,B,C,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q11,D,C,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q12,C,B,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q13,B,C,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q14,B,A,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q15,D,C,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q16,B,B,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q17,D,A,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q18,C,C,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q19,B,B,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q20,A,A,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q21,D,B,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q22,C,C,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q23,B,B,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q24,C,D,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q25,C,C,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q26,B,B,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q27,B,A,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q28,A,A,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q29,D,D,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q30,D,C,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q31,D,D,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q32,C,C,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q33,C,C,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q34,B,B,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q35,A,A,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q36,B,D,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q37,C,A,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q38,A,D,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q39,C,D,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q40,A,A,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q41,D,A,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q42,B,B,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q43,B,B,True,None,The student selected the correct option.,High,UNKNOWN
257400,Q44,A,B,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
257400,Q45,C,B,False,Guess,The student selected the incorrect option. No explanation provided.,Low,UNKNOWN
262800,Q1,B,D,False,Guess,Student selected incorrect option B instead of correct option D. No explanation is available.,Low,UNKNOWN
262800,Q2,A,C,False,Guess,Student selected incorrect option A instead of correct option C. No explanation is available.,Low,UNKNOWN
262800,Q3,C,B,False,Guess,Student selected incorrect option C instead of correct option B. No explanation is available.,Low,UNKNOWN
262800,Q4,C,D,False,Guess,Student selected incorrect option C instead of correct option D. No explanation is available.,Low,UNKNOWN
262800,Q5,A,A,True,None,Student selected correct option A. No explanation is available.,High,UNKNOWN
262800,Q6,B,A,False,Guess,Student selected incorrect option B instead of correct option A. No explanation is available.,Low,UNKNOWN
262800,Q7,B,D,False,Guess,Student selected incorrect option B instead of correct option D. No explanation is available.,Low,UNKNOWN
262800,Q8,D,A,False,Guess,Student selected incorrect option D instead of correct option A. No explanation is available.,Low,UNKNOWN
262800,Q9,D,B,False,Guess,Student selected incorrect option D instead of correct option B. No explanation is available.,Low,UNKNOWN
262800,Q10,C,C,True,None,Student selected correct option C. No explanation is available.,High,UNKNOWN
262800,Q11,C,C,True,None,Student selected correct option C. No explanation is available.,High,UNKNOWN
262800,Q12,B,B,True,None,Student selected correct option B. No explanation is available.,High,UNKNOWN
262800,Q13,C,C,True,None,Student selected correct option C. No explanation is available.,High,UNKNOWN
262800,Q14,B,A,False,Guess,Student selected incorrect option B instead of correct option A. No explanation is available.,Low,UNKNOWN
262800,Q15,C,C,True,None,Student selected correct option C. No explanation is available.,High,UNKNOWN
262800,Q16,B,B,True,None,Student selected correct option B. No explanation is available.,High,UNKNOWN
262800,Q17,B,A,False,Guess,Student selected incorrect option B instead of correct option A. No explanation is available.,Low,UNKNOWN
262800,Q18,C,C,True,None,Student selected correct option C. No explanation is available.,High,UNKNOWN
262800,Q19,B,B,True,None,Student selected correct option B. No explanation is available.,High,UNKNOWN
262800,Q20,A,A,True,None,Student selected correct option A. No explanation is available.,High,UNKNOWN
262800,Q21,B,B,True,None,Student selected correct option B. No explanation is available.,High,UNKNOWN
262800,Q22,C,C,True,None,Student selected correct option C. No explanation is available.,High,UNKNOWN
262800,Q23,B,B,True,None,Student selected correct option B. No explanation is available.,High,UNKNOWN
262800,Q24,A,D,False,Guess,Student selected incorrect option A instead of correct option D. No explanation is available.,Low,UNKNOWN
262800,Q25,D,C,False,Guess,Student selected incorrect option D instead of correct option C. No explanation is available.,Low,UNKNOWN
262800,Q26,C,B,False,Guess,Student selected incorrect option C instead of correct option B. No explanation is available.,Low,UNKNOWN
262800,Q27,A,A,True,None,Student selected correct option A. No explanation is available.,High,UNKNOWN
262800,Q28,A,A,True,None,Student selected correct option A. No explanation is available.,High,UNKNOWN
262800,Q29,D,D,True,None,Student selected correct option D. No explanation is available.,High,UNKNOWN
262800,Q30,B,C,False,Guess,Student selected incorrect option B instead of correct option C. No explanation is available.,Low,UNKNOWN
262800,Q31,D,D,True,None,Student selected correct option D. No explanation is available.,High,UNKNOWN
262800,Q32,C,C,True,None,Student selected correct option C. No explanation is available.,High,UNKNOWN
262800,Q33,C,C,True,None,Student selected correct option C. No explanation is available.,High,UNKNOWN
262800,Q34,B,B,True,None,Student selected correct option B. No explanation is available.,High,UNKNOWN
262800,Q35,A,A,True,None,Student selected correct option A. No explanation is available.,High,UNKNOWN
262800,Q36,A,D,False,Guess,Student selected incorrect option A instead of correct option D. No explanation is available.,Low,UNKNOWN
262800,Q37,C,A,False,Guess,Student selected incorrect option C instead of correct option A. No explanation is available.,Low,UNKNOWN
262800,Q38,D,D,True,None,Student selected correct option D. No explanation is available.,High,UNKNOWN
